iso3c,year,gini_post_tax,gini_pre_tax
CHN,2000,38.6,40.5
CHN,2001,39.8,41.2
CHN,2002,41,41.9
CHN,2003,41.5,42.8
CHN,2004,42.1,43.6
CHN,2005,42.4,44.2
CHN,2006,42.7,44.7
CHN,2007,43.1,45.1
CHN,2008,43.2,45.6
CHN,2009,43.2,45.9
CHN,2010,43,46.2
CHN,2011,42.8,46.5
CHN,2012,41.9,46.6
CHN,2013,40.9,46.8
CHN,2014,41.1,46.7
CHN,2015,41.2,46.7
COL,1970,50.3,50.3
COL,1971,50.4,50.4
COL,1972,50.4,50.5
COL,1973,50.5,50.6
COL,1974,50.5,50.7
COL,1975,50.6,50.9
COL,1976,50.7,51
COL,1977,50.8,51.1
COL,1978,50.8,51.2
COL,1979,50.8,51.3
COL,1980,50.9,51.3
COL,1981,50.9,51.4
COL,1982,50.9,51.4
COL,1983,50.8,51.5
COL,1984,50.8,51.6
COL,1985,50.9,51.7
COL,1986,50.9,51.7
COL,1987,50.9,51.7
COL,1988,50.9,51.8
COL,1989,51,51.8
COL,1990,51,51.8
COL,1991,51.1,51.9
COL,1992,51.2,52
COL,1993,51.5,52.2
COL,1994,51.8,52.4
COL,1995,51.9,52.4
COL,1996,52,52.5
COL,1997,52.1,52.6
COL,1998,52.1,52.8
COL,1999,52.1,52.9
COL,2000,52,53
COL,2001,51.9,53.1
COL,2002,51.6,53.2
COL,2003,51.1,53
COL,2004,51.2,53.1
COL,2005,51,53.2
COL,2006,51.3,53.3
COL,2007,51.5,53.5
COL,2008,51.1,52.9
COL,2009,50.5,52.3
COL,2010,49.8,51.7
COL,2011,49.7,51.6
COL,2012,49.4,51.5
COL,2013,49.2,51.6
COL,2014,48.8,51.2
COL,2015,48.2,51
COL,2016,47.9,50.8
COL,2017,47.9,50.8
COM,2004,54.3,54.7
COM,2005,54.3,54.8
COM,2006,54,54.6
COM,2007,53.7,54.3
COM,2008,53.5,54.1
COM,2009,53.3,53.9
COM,2010,53,53.6
COM,2011,52.7,53.3
COM,2012,52.5,53
COM,2013,52.2,52.8
COG,2005,46.1,45.9
COG,2006,46.2,46.1
COG,2007,46.4,46.2
COG,2008,46.5,46.5
COG,2009,46.6,46.6
COG,2010,46.8,46.8
COG,2011,47,47
COD,2004,42.1,42.3
COD,2005,42.2,42.4
COD,2006,42.2,42.4
COD,2007,42.2,42.3
COD,2008,42.2,42.3
COD,2009,42.2,42.3
COD,2010,42.1,42.3
COD,2011,42.1,42.2
COD,2012,42.1,42.2
CRI,1961,42.6,43.7
CRI,1962,42.5,43.8
CRI,1963,42.4,43.8
CRI,1964,42.4,43.8
CRI,1965,42.3,43.8
CRI,1966,42.2,43.8
CRI,1967,42.1,43.8
CRI,1968,42,43.8
CRI,1969,42,43.8
CRI,1970,41.9,43.8
CRI,1971,41.8,43.8
CRI,1972,41.7,43.8
CRI,1973,41.6,43.8
CRI,1974,41.5,43.7
CRI,1975,41.3,43.7
CRI,1976,41.2,43.7
CRI,1977,41,43.7
CRI,1978,41,43.7
CRI,1979,40.8,43.7
CRI,1980,40.7,43.6
CRI,1981,40.6,43.6
CRI,1982,40.4,43.5
CRI,1983,40.2,43.5
CRI,1984,39.9,43.4
CRI,1985,39.7,43.4
CRI,1986,39.6,43.3
CRI,1987,39.8,43.5
CRI,1988,40.1,43.7
CRI,1989,40.5,43.9
CRI,1990,40.8,44.2
CRI,1991,41.2,44.5
CRI,1992,41.4,44.7
CRI,1993,41.6,45
CRI,1994,41.9,45.3
CRI,1995,42,45.5
CRI,1996,42.2,45.7
CRI,1997,42.5,46
CRI,1998,42.9,46.4
CRI,1999,43.5,46.9
CRI,2000,44.2,47.4
CRI,2001,45,48
CRI,2002,45.3,48.2
CRI,2003,45.1,48.3
CRI,2004,44.9,48.3
CRI,2005,44.9,48.4
CRI,2006,45.1,48.5
CRI,2007,45.2,48.6
CRI,2008,45.3,48.8
CRI,2009,45.5,49
CRI,2010,45.6,49.2
CRI,2011,45.8,49.4
CRI,2012,46.1,49.5
CRI,2013,46.3,49.7
CRI,2014,46.2,49.7
CRI,2015,46.1,49.6
CRI,2016,46.1,49.7
CRI,2017,46.1,49.7
CIV,1985,40.5,40.6
CIV,1986,40.2,40.3
CIV,1987,40.1,40.2
CIV,1988,40,40.1
CIV,1989,40,40.1
CIV,1990,39.9,40.2
CIV,1991,39.9,40.1
CIV,1992,40,40.2
CIV,1993,40,40.2
CIV,1994,40.1,40.3
CIV,1995,40.1,40.4
CIV,1996,40.2,40.4
CIV,1997,40.2,40.4
CIV,1998,40.2,40.4
CIV,1999,40.5,40.7
CIV,2000,40.7,41
CIV,2001,41,41.3
CIV,2002,41.3,41.6
CIV,2003,41.3,41.4
CIV,2004,41.3,41.4
CIV,2005,41.3,41.4
CIV,2006,41.2,41.3
CIV,2007,41.3,41.3
CIV,2008,41.2,41.2
CIV,2009,41.2,41.2
CIV,2010,41.1,41
CIV,2011,41,41
CIV,2012,41,40.9
CIV,2013,40.9,40.9
CIV,2014,40.9,40.8
CIV,2015,40.8,40.7
HRV,1988,28.5,36.5
HRV,1989,28.5,36.5
HRV,1990,28.4,36.6
HRV,1991,28.2,36.6
HRV,1992,28.1,36.6
HRV,1993,28,36.6
HRV,1994,27.9,36.6
HRV,1995,27.7,36.7
HRV,1996,27.6,36.7
HRV,1997,27.5,36.7
HRV,1998,27.4,36.7
HRV,1999,27,36.7
HRV,2000,26.5,36.8
HRV,2001,26.2,36.9
HRV,2002,26,37
HRV,2003,25.8,37.2
HRV,2004,25.8,37.4
HRV,2005,25.8,37.7
HRV,2006,25.9,38.1
HRV,2007,26.2,38.6
HRV,2008,26.6,39
HRV,2009,27.1,39.6
HRV,2010,27.7,40.2
HRV,2011,28.2,40.7
HRV,2012,28.5,41
HRV,2013,28.7,41.3
HRV,2014,28.9,41.5
HRV,2015,29,41.6
HRV,2016,29,41.6
CYP,1985,30.2,46.3
CYP,1986,30.1,46.4
CYP,1987,30.1,46.6
CYP,1988,30.1,46.8
CYP,1989,29.9,46.9
CYP,1990,29.9,47.1
CYP,1991,29.8,47.3
CYP,1992,29.6,47.6
CYP,1993,29.6,47.8
CYP,1994,29.6,48
CYP,1995,29.5,48.2
CYP,1996,29.4,48.5
CYP,1997,29.4,48.7
CYP,1998,29.4,48.9
CYP,1999,29.3,49.2
CYP,2000,29.3,49.4
CYP,2001,29.2,49.6
CYP,2002,29.2,49.8
CYP,2003,29.2,50
CYP,2004,29.1,50.2
CYP,2005,29.1,50.4
CYP,2006,29.2,50.6
CYP,2007,29.2,50.8
CYP,2008,29.4,51
CYP,2009,29.5,51.1
CYP,2010,29.6,51.4
CYP,2011,29.8,51.6
CYP,2012,29.9,51.8
CYP,2013,30,52
CYP,2014,30.1,52
CYP,2015,30.1,52
CYP,2016,30.1,52.1
CZE,1988,20,33.8
CZE,1989,19.7,34.4
CZE,1990,20.1,35.7
CZE,1991,20.5,37.2
CZE,1992,20.7,39.1
CZE,1993,21.5,39.6
CZE,1994,22.8,40.7
CZE,1995,23.8,41.6
CZE,1996,25,42.7
CZE,1997,24.8,42.9
CZE,1998,24.5,43
CZE,1999,24.6,43.5
CZE,2000,24.9,44
CZE,2001,25.1,44.6
CZE,2002,25.4,45.4
CZE,2003,25.6,45.4
CZE,2004,25.8,45.6
CZE,2005,25.7,45.4
CZE,2006,25.5,45
CZE,2007,25.3,44.7
CZE,2008,25.2,44.5
CZE,2009,25.2,44.4
CZE,2010,25.3,44.5
CZE,2011,25.2,44.5
CZE,2012,25.1,44.5
CZE,2013,25.4,44.8
CZE,2014,25.3,44.6
CZE,2015,25.2,44.4
CZE,2016,25.1,44.2
DNK,1976,24.4,37.4
DNK,1977,24.3,37.7
DNK,1978,24.1,38
DNK,1979,24,38.3
DNK,1980,23.8,38.7
DNK,1981,23.6,39.2
DNK,1982,23.3,39.6
DNK,1983,23,39.9
DNK,1984,22.8,40.3
DNK,1985,22.8,40.8
DNK,1986,23.4,41.1
DNK,1987,24.3,41.6
DNK,1988,23.2,41.4
DNK,1989,22.7,41.6
DNK,1990,22.7,42.1
DNK,1991,22.8,42.6
DNK,1992,23.4,43.5
DNK,1993,22.9,43.2
DNK,1994,22.2,43.4
DNK,1995,22,44.4
DNK,1996,22.1,43.5
DNK,1997,22.3,43.3
DNK,1998,22.5,43.3
DNK,1999,22.6,43.5
DNK,2000,22.6,43.9
DNK,2001,22.9,44
DNK,2002,23.1,44.2
DNK,2003,23.2,44.5
DNK,2004,23.2,44.9
DNK,2005,23.8,44.6
DNK,2006,24.4,44.5
DNK,2007,24.3,44.2
DNK,2008,24.7,45.1
DNK,2009,25.1,45.8
DNK,2010,25.4,46.9
DNK,2011,25.4,47
DNK,2012,25.4,47.3
DNK,2013,25.1,47.7
DNK,2014,25.9,48
DNK,2015,26.4,48.4
DNK,2016,26.8,48.8
DNK,2017,27,49.1
DJI,1996,39.5,40.3
DJI,1997,39.7,40.5
DJI,1998,39.8,40.6
DJI,1999,39.9,40.7
DJI,2000,40.1,40.9
DJI,2001,40.2,41
DJI,2002,40.3,41.1
DJI,2003,40.5,41.3
DJI,2004,40.7,41.5
DJI,2005,40.8,41.7
DJI,2006,41,41.9
DJI,2007,41.2,42
DJI,2008,41.4,42.2
DJI,2009,41.6,42.5
DJI,2010,41.8,42.7
DJI,2011,42,42.9
DJI,2012,42.2,43.1
DJI,2013,42.3,43.2
DMA,2002,43.6,41.6
DMA,2003,43.8,41.7
DMA,2004,43.9,41.9
DMA,2005,44.1,42
DMA,2006,44.3,42.2
DMA,2007,44.4,42.4
DMA,2008,44.6,42.5
DMA,2009,44.7,42.6
DMA,2010,44.7,42.6
DOM,1986,45.5,54.2
DOM,1987,45.6,54.3
DOM,1988,45.7,54.4
DOM,1989,45.8,54.5
DOM,1990,45.8,54.6
DOM,1991,45.9,54.6
DOM,1992,46,54.7
DOM,1993,46,54.7
DOM,1994,45.9,54.7
DOM,1995,45.9,54.7
DOM,1996,45.9,54.7
DOM,1997,46.3,54.8
DOM,1998,46.8,55
DOM,1999,47.3,55.1
DOM,2000,47.7,55.2
DOM,2001,47.8,55.2
DOM,2002,47.9,55.1
DOM,2003,48.2,55
DOM,2004,48.2,54.7
DOM,2005,47.9,54.2
DOM,2006,47.9,53.5
DOM,2007,47.4,52.5
DOM,2008,46.5,52.5
DOM,2009,46.1,52.5
DOM,2010,45.4,52.4
DOM,2011,45,52.2
DOM,2012,44.3,52
DOM,2013,44,51.8
DOM,2014,43.3,51.5
DOM,2015,43,51.4
DOM,2016,43,51.3
ECU,1987,48,48.3
ECU,1988,48.2,48.4
ECU,1989,48.3,48.6
ECU,1990,48.4,48.8
ECU,1991,48.5,48.9
ECU,1992,48.7,49
ECU,1993,48.8,49.1
ECU,1994,48.9,49.3
ECU,1995,49,49.4
ECU,1996,49.1,49.5
ECU,1997,49.2,49.7
ECU,1998,49.4,49.8
ECU,1999,49.9,50.1
ECU,2000,49.9,50
ECU,2001,49.6,49.7
ECU,2002,49.3,49.4
ECU,2003,48.9,49.1
ECU,2004,48.6,48.9
ECU,2005,48.1,48.5
ECU,2006,47.7,48
ECU,2007,46.9,47.5
ECU,2008,46,46.7
ECU,2009,45.1,46
ECU,2010,44.3,45.4
ECU,2011,43.4,44.8
ECU,2012,42.9,44.3
ECU,2013,42.5,44
ECU,2014,42.2,43.7
ECU,2015,42,43.5
ECU,2016,41.8,43.3
EGY,1975,34.9,38.1
EGY,1976,35,38.2
EGY,1977,35.1,38.4
EGY,1978,35.2,38.5
EGY,1979,35.3,38.6
EGY,1980,35.3,38.7
EGY,1981,35.4,38.8
EGY,1982,35.5,38.9
EGY,1983,35.7,39
EGY,1984,35.8,39.1
EGY,1985,35.9,39.2
EGY,1986,35.9,39.3
EGY,1987,36,39.5
EGY,1988,36.1,39.6
EGY,1989,36.2,39.7
EGY,1990,36.3,39.8
EGY,1991,36.4,39.9
EGY,1992,36.5,40.1
EGY,1993,36.6,40.2
EGY,1994,36.7,40.4
EGY,1995,36.8,40.6
EGY,1996,37.1,40.8
EGY,1997,37.4,41
EGY,1998,37.6,41.2
EGY,1999,37.8,41.5
EGY,2000,38,41.7
EGY,2001,38,41.8
EGY,2002,37.9,42
EGY,2003,37.8,42.2
EGY,2004,37.7,42.4
EGY,2005,37.7,42.6
EGY,2006,37.9,43.1
EGY,2007,38.2,43.5
EGY,2008,38.4,44
EGY,2009,39.3,44.8
EGY,2010,40.4,45.8
EGY,2011,42.2,47
EGY,2012,43.9,48.1
EGY,2013,43.5,48
EGY,2014,43.1,47.9
EGY,2015,42.7,47.7
SLV,1991,46.7,51.3
SLV,1992,46.7,51.4
SLV,1993,46.7,51.5
SLV,1994,46.7,51.6
SLV,1995,46.7,51.7
SLV,1996,46.8,51.8
SLV,1997,46.9,51.9
SLV,1998,46.9,52
SLV,1999,46.8,52.1
SLV,2000,46.7,52.1
SLV,2001,46.4,52
SLV,2002,46,51.7
SLV,2003,45.3,51.4
SLV,2004,44.6,51
SLV,2005,43.9,50.6
SLV,2006,43.1,50.2
SLV,2007,42.6,49.7
SLV,2008,42.1,49.3
SLV,2009,41.5,48.8
SLV,2010,40.7,48.2
SLV,2011,40,47.7
SLV,2012,39.6,47.2
SLV,2013,39.4,46.9
SLV,2014,38.9,46.5
SLV,2015,38.5,46.3
SLV,2016,38.3,46.2
GNQ,2006,49.5,48.3
EST,1988,27.9,41.7
EST,1989,28.5,41.9
EST,1990,29.2,42.3
EST,1991,30.4,43
EST,1992,31.6,43.5
EST,1993,32.8,44.1
EST,1994,33.7,44.6
EST,1995,34.4,44.9
EST,1996,34.8,45.3
EST,1997,35.3,45.8
EST,1998,35.6,46.5
EST,1999,35.7,47.1
EST,2000,35.7,47.9
EST,2001,35.5,47.7
EST,2002,35.2,47.6
EST,2003,35.1,47.9
EST,2004,34.6,47.9
EST,2005,34,47.4
EST,2006,33.4,46.9
EST,2007,32.4,46.3
EST,2008,32.1,46.2
EST,2009,32.1,46.5
EST,2010,32.3,47.2
EST,2011,32.7,47.4
EST,2012,33.1,47.7
EST,2013,33.7,48.4
EST,2014,33.5,48
EST,2015,33,47.5
EST,2016,32.6,47.2
ETH,1995,35.9,36.4
ETH,1996,35.2,35.6
ETH,1997,34.5,34.9
ETH,1998,33.7,34.1
ETH,1999,32.9,33.3
ETH,2000,32.4,32.9
ETH,2001,32.2,32.7
ETH,2002,32.1,32.5
ETH,2003,31.9,32.4
ETH,2004,31.8,32.2
ETH,2005,31.9,32.3
ETH,2006,32,32.5
ETH,2007,32.1,32.6
ETH,2008,32.2,32.7
ETH,2009,32.4,32.8
ETH,2010,32.5,32.9
ETH,2011,32.7,33.1
ETH,2012,32.9,33.3
ETH,2013,33.2,33.6
ETH,2014,33.4,33.9
ETH,2015,33.7,34.1
FJI,1977,42.3,43.9
FJI,1978,42.3,44
FJI,1979,42.3,44
FJI,1980,42.3,44
FJI,1981,42.3,44.1
FJI,1982,42.3,44.1
FJI,1983,42.3,44.2
FJI,1984,42.3,44.1
FJI,1985,42.4,44.2
FJI,1986,42.4,44.2
FJI,1987,42.4,44.2
FJI,1988,42.4,44.2
FJI,1989,42.4,44.2
FJI,1990,42.4,44.2
FJI,1991,42.4,44.3
FJI,1992,42.2,44.1
FJI,1993,42,43.9
FJI,1994,41.8,43.7
FJI,1995,41.7,43.4
FJI,1996,41.5,43.3
FJI,1997,41.3,43.1
FJI,1998,41.1,42.9
FJI,1999,40.9,42.7
FJI,2000,40.7,42.5
FJI,2001,40.5,42.3
FJI,2002,40.4,42.1
FJI,2003,40.1,41.8
FJI,2004,40.1,41.9
FJI,2005,40.3,42
FJI,2006,40.1,41.7
FJI,2007,39.9,41.5
FJI,2008,39.7,41.2
FJI,2009,39.3,40.8
FJI,2010,39.2,40.7
FJI,2011,39.1,40.5
FJI,2012,39,40.4
FJI,2013,38.9,40.3
FIN,1966,24.9,45
FIN,1967,24.6,44.7
FIN,1968,24.3,44.2
FIN,1969,24,43.9
FIN,1970,23.7,43.5
FIN,1971,23.4,43.1
FIN,1972,22.9,42.3
FIN,1973,22.4,41.6
FIN,1974,22,40.8
FIN,1975,21.5,40.1
FIN,1976,21.1,39.3
FIN,1977,21.1,39.1
FIN,1978,21.2,38.8
FIN,1979,21.3,38.6
FIN,1980,21.3,38.4
FIN,1981,20.7,38.2
FIN,1982,20.6,38.1
FIN,1983,20.5,38.1
FIN,1984,20.5,38.1
FIN,1985,20.5,38.1
FIN,1986,20.5,38.1
FIN,1987,20.6,38.7
FIN,1988,20.7,39.1
FIN,1989,20.9,39.5
FIN,1990,21,39.8
FIN,1991,21,40.5
FIN,1992,21.3,40.8
FIN,1993,21.9,41.8
FIN,1994,22.2,43
FIN,1995,22.2,44.9
FIN,1996,22.9,44.4
FIN,1997,23.5,44.9
FIN,1998,24.1,45.5
FIN,1999,24.5,46.1
FIN,2000,24.8,46.5
FIN,2001,24.9,46.7
FIN,2002,24.8,46.8
FIN,2003,25,46.9
FIN,2004,25.3,47.2
FIN,2005,25.4,47.4
FIN,2006,25.5,47.6
FIN,2007,25.7,47.3
FIN,2008,25.2,47.2
FIN,2009,25.1,47.2
FIN,2010,25.5,47.6
FIN,2011,25.3,47.7
FIN,2012,25.1,47.5
FIN,2013,25.5,47.9
FIN,2014,25.2,47.6
FIN,2015,25.3,47.7
FIN,2016,25.3,47.7
FRA,1962,27.9,48.8
FRA,1963,27.9,48.9
FRA,1964,27.9,48.9
FRA,1965,27.9,48.9
FRA,1966,28.1,48.7
FRA,1967,28.3,48.6
FRA,1968,28.5,48.6
FRA,1969,28.6,48.4
FRA,1970,28.8,48.3
FRA,1971,29,47.8
FRA,1972,29.2,47.3
FRA,1973,29.4,46.8
FRA,1974,29.6,46.3
FRA,1975,29.7,45.8
FRA,1976,29.9,45.7
FRA,1977,30.1,45.6
FRA,1978,30.3,45.4
FRA,1979,29.7,45.7
FRA,1980,30.3,46.4
FRA,1981,30.8,47.1
FRA,1982,31.3,47.8
FRA,1983,31.8,48.5
FRA,1984,32.3,49.2
FRA,1985,31.8,48.9
FRA,1986,31.2,48.7
FRA,1987,30.6,48.5
FRA,1988,30,48.3
FRA,1989,29.4,48.1
FRA,1990,28.8,47.6
FRA,1991,28.8,47.7
FRA,1992,28.7,47.7
FRA,1993,28.7,47.8
FRA,1994,28.7,47.9
FRA,1995,28.5,47.2
FRA,1996,28.3,46.4
FRA,1997,28.1,46.1
FRA,1998,28,46.2
FRA,1999,28,46.6
FRA,2000,27.9,47.3
FRA,2001,27.9,46.6
FRA,2002,27.9,46.3
FRA,2003,27.9,46.3
FRA,2004,27.9,46.5
FRA,2005,28,47.1
FRA,2006,28.1,46.9
FRA,2007,28.5,47
FRA,2008,28.9,47.3
FRA,2009,29.1,47.7
FRA,2010,29.4,48.4
FRA,2011,30,48.1
FRA,2012,30.1,47.8
FRA,2013,29.9,47.5
FRA,2014,29.8,47.2
FRA,2015,29.8,47.1
FRA,2016,29.8,46.9
GAB,2005,39.6,39.9
GAB,2006,39.5,39.9
GAB,2007,39.5,39.8
GAB,2008,39.4,39.8
GAB,2009,39.4,39.8
GAB,2010,39.3,39.7
GAB,2011,39.3,39.8
GAB,2012,39.3,39.7
GAB,2013,39.2,39.7
GAB,2014,39.2,39.7
GAB,2015,39.2,39.6
GAB,2016,39.1,39.6
GAB,2017,39,39.6
GMB,1992,45.5,46.1
GMB,1993,45.5,46
GMB,1994,45.5,46
GMB,1995,45.5,46
GMB,1996,45.5,46
GMB,1997,45.5,46
GMB,1998,45.5,46
GMB,1999,45.3,45.8
GMB,2000,45.1,45.6
GMB,2001,44.9,45.4
GMB,2002,44.7,45.2
GMB,2003,44.5,45.1
GMB,2004,44.3,44.8
GMB,2005,44,44.5
GMB,2006,43.7,44.1
GMB,2007,43.5,43.9
GMB,2008,43.2,43.6
GMB,2009,42.9,43.2
GMB,2010,42.6,42.9
GMB,2011,42.3,42.6
GMB,2012,42.1,42.4
GMB,2013,41.8,42.1
GMB,2014,41.6,41.8
GMB,2015,41.3,41.6
GEO,1988,30.7,40.2
GEO,1989,30.7,40.3
GEO,1990,31.2,40.6
GEO,1991,31.9,41
GEO,1992,32.6,41.3
GEO,1993,33.3,41.7
GEO,1994,34,42.1
GEO,1995,34.7,42.4
GEO,1996,35.4,42.8
GEO,1997,36.2,43.3
GEO,1998,36.8,43.7
GEO,1999,36.9,43.8
GEO,2000,37,44.1
GEO,2001,37.1,44.3
GEO,2002,37,44.5
GEO,2003,36.9,44.8
GEO,2004,37,45.2
GEO,2005,37.4,45.6
GEO,2006,37.8,46.1
GEO,2007,38.3,46.8
GEO,2008,38.8,47.4
GEO,2009,39.4,48.2
GEO,2010,40.2,49.1
GEO,2011,39.7,48.7
GEO,2012,39.3,48.3
GEO,2013,39,48.1
GEO,2014,38.6,47.8
GEO,2015,38.5,47.7
GEO,2016,38.6,47.8
GEO,2017,38.7,47.8
DEU,1960,28.3,41.6
DEU,1961,28.2,41.6
DEU,1962,28.2,41.6
DEU,1963,28.1,41.5
DEU,1964,28.1,41.5
DEU,1965,28.1,41.4
DEU,1966,28.1,41.2
DEU,1967,28.1,41
DEU,1968,28,40.9
DEU,1969,27.9,40.5
DEU,1970,27.9,40.2
DEU,1971,27.7,39.4
DEU,1972,27.4,38.7
DEU,1973,27.2,38
DEU,1974,27.5,38.6
DEU,1975,27.2,39.4
DEU,1976,26.8,40
DEU,1977,26.5,40.6
DEU,1978,26.3,41.2
DEU,1979,26,41.2
DEU,1980,25.9,41.2
DEU,1981,25.6,41.2
DEU,1982,25.7,41.4
DEU,1983,25.9,41.7
DEU,1984,25.5,42.4
DEU,1985,24.9,42.7
DEU,1986,24.7,43.1
DEU,1987,24.9,43.4
DEU,1988,24.8,43.4
DEU,1989,25.2,43.8
DEU,1990,25.4,44.1
DEU,1991,26,44.6
DEU,1992,25.9,45.1
DEU,1993,26,45.4
DEU,1994,26,45.8
DEU,1995,25.9,46.1
DEU,1996,25.7,46.1
DEU,1997,25.6,46.5
DEU,1998,25.7,46.9
DEU,1999,25.9,47.2
DEU,2000,26.2,47.9
DEU,2001,26.9,48.8
DEU,2002,27.1,49.4
DEU,2003,27.3,49.9
DEU,2004,27.6,50.3
DEU,2005,28.3,50.9
DEU,2006,28.5,51.1
DEU,2007,28.5,51.1
DEU,2008,28.6,51.1
DEU,2009,28.6,51.1
DEU,2010,28.7,51.2
DEU,2011,28.7,51.3
DEU,2012,28.9,51.8
DEU,2013,29,52
DEU,2014,29.1,52.1
DEU,2015,29.2,52.2
DEU,2016,29.1,52.1
GHA,1987,37.2,37.6
GHA,1988,37.3,37.7
GHA,1989,37.4,37.8
GHA,1990,37.5,38
GHA,1991,37.7,38.2
GHA,1992,37.9,38.4
GHA,1993,38.2,38.7
GHA,1994,38.4,38.9
GHA,1995,38.5,39.2
GHA,1996,38.7,39.4
GHA,1997,38.9,39.6
GHA,1998,39.1,39.8
GHA,1999,39.3,40
GHA,2000,39.5,40.2
GHA,2001,39.7,40.5
GHA,2002,39.9,40.8
GHA,2003,40.1,41.1
GHA,2004,40.3,41.4
GHA,2005,40.5,41.7
GHA,2006,40.6,41.9
GHA,2007,40.7,42
GHA,2008,40.8,42.2
GHA,2009,40.9,42.3
GHA,2010,41,42.5
GHA,2011,41.1,42.6
GHA,2012,41.3,42.8
GHA,2013,41.3,43
GRC,1974,38.3,43.9
GRC,1975,37.9,44
GRC,1976,37.5,44.1
GRC,1977,37.2,44.2
GRC,1978,36.8,44.2
GRC,1979,36.4,44.2
GRC,1980,36,44.2
GRC,1981,35.6,44.3
GRC,1982,35.2,44.4
GRC,1983,34.9,44.3
GRC,1984,34.7,44.2
GRC,1985,34.4,44.2
GRC,1986,34.2,44.1
GRC,1987,34,44.2
GRC,1988,33.8,44.4
GRC,1989,33.8,44.7
GRC,1990,33.9,44.9
GRC,1991,34,45.3
GRC,1992,34.1,45.5
GRC,1993,34.2,45.8
GRC,1994,34.3,46.1
GRC,1995,34.5,46.5
GRC,1996,34.4,46.9
GRC,1997,34.2,47.1
GRC,1998,34,47.1
GRC,1999,33.9,47.1
GRC,2000,33.7,47.2
GRC,2001,33.5,47.4
GRC,2002,33.3,47.6
GRC,2003,33,47.6
GRC,2004,33.1,47.7
GRC,2005,33.1,48.3
GRC,2006,33.2,48.6
GRC,2007,33,48.7
GRC,2008,32.9,48.9
GRC,2009,32.9,49.3
GRC,2010,33.2,50.1
GRC,2011,33.6,50.6
GRC,2012,33.8,51.2
GRC,2013,33.7,52
GRC,2014,33.8,51.7
GRC,2015,33.8,51.5
GRC,2016,33.5,51.3
GRD,1999,44,41.2
GRD,2000,43.9,41.2
GRD,2001,43.8,41.2
GRD,2002,43.7,41.2
GRD,2003,43.6,41.2
GRD,2004,43.5,41.1
GRD,2005,43.4,41.1
GRD,2006,43.3,41.1
GRD,2007,43.2,41
GRD,2008,43.1,41
GTM,1981,50,53.5
GTM,1982,50.1,53.7
GTM,1983,50.3,53.9
GTM,1984,50.4,54.1
GTM,1985,50.6,54.2
GTM,1986,50.8,54.3
GTM,1987,50.8,54.3
GTM,1988,50.9,54.4
GTM,1989,51,54.5
GTM,1990,50.9,54.4
GTM,1991,50.8,54.3
GTM,1992,50.7,54.2
GTM,1993,50.7,54.1
GTM,1994,50.6,54
GTM,1995,50.5,53.9
GTM,1996,50.5,53.7
