iso3c,year,gini_post_tax,gini_pre_tax
SWZ,1996,57.6,49.8
SWZ,1997,57.8,50
SWZ,1998,58,50
SWZ,1999,58.2,50.1
SWZ,2000,58.5,50.2
SWZ,2001,58.5,50.2
SWZ,2002,58.5,50.1
SWZ,2003,58.6,50.1
SWZ,2004,58.6,50.1
SWZ,2005,58.6,50.1
SWZ,2006,58.7,50.1
SWZ,2007,58.8,50.2
SWZ,2008,58.9,50.2
SWZ,2009,58.9,50.2
SWE,1960,36.3,50.7
SWE,1961,36.2,50.6
SWE,1962,35.9,50.3
SWE,1963,35.5,49.8
SWE,1964,34.9,49.1
SWE,1965,34.2,48.1
SWE,1966,33.3,47
SWE,1967,32.1,45.6
SWE,1968,32,45.9
SWE,1969,31.6,45.9
SWE,1970,31,45.8
SWE,1971,30.1,45.4
SWE,1972,28.9,44.9
SWE,1973,27.3,44
SWE,1974,25.3,43
SWE,1975,23,41.9
SWE,1976,23.1,41.8
SWE,1977,22.8,41.6
SWE,1978,22.1,41.2
SWE,1979,21.7,40.7
SWE,1980,21.1,40.8
SWE,1981,20.8,41
SWE,1982,20.9,40.9
SWE,1983,21.1,40.9
SWE,1984,21.4,41.5
SWE,1985,21.6,42
SWE,1986,21.8,42.5
SWE,1987,21.7,42.7
SWE,1988,21.9,42.7
SWE,1989,22.4,42.9
SWE,1990,22.6,43.5
SWE,1991,22.6,44
SWE,1992,23,45.4
SWE,1993,23.2,46
SWE,1994,23.6,47.2
SWE,1995,23,48.2
SWE,1996,23.7,47.6
SWE,1997,24.3,47.6
SWE,1998,24.4,47.4
SWE,1999,24.7,47.2
SWE,2000,24.8,47
SWE,2001,24.5,46.7
SWE,2002,24.2,46.5
SWE,2003,23.8,46.3
SWE,2004,23.7,46.3
SWE,2005,23.8,46.7
SWE,2006,24.3,47.2
SWE,2007,24.8,47.5
SWE,2008,25,47.3
SWE,2009,25.2,47.4
SWE,2010,25.3,47.4
SWE,2011,25.4,47.4
SWE,2012,25.5,47.4
SWE,2013,25.7,47.3
SWE,2014,25.7,47.1
SWE,2015,25.9,46.9
SWE,2016,26.1,46.8
CHE,1980,31.2,40.5
CHE,1981,31.2,40.2
CHE,1982,31.3,40
CHE,1983,31.2,40
CHE,1984,31.2,40
CHE,1985,31.2,40.1
CHE,1986,31.1,40.1
CHE,1987,31.1,40.1
CHE,1988,31,40.1
CHE,1989,31,40.1
CHE,1990,30.9,40.1
CHE,1991,30.9,40.1
CHE,1992,31,40.1
CHE,1993,30.7,40
CHE,1994,30.4,39.8
CHE,1995,30.1,39.7
CHE,1996,29.7,39.6
CHE,1997,29.4,39.4
CHE,1998,29.1,39.2
CHE,1999,28.7,39.1
CHE,2000,28.4,38.9
CHE,2001,28.2,39
CHE,2002,28,39.2
CHE,2003,28.1,39.5
CHE,2004,28.1,39.9
CHE,2005,28.6,40.3
CHE,2006,29.2,41.1
CHE,2007,29.7,41.3
CHE,2008,29.5,41.8
CHE,2009,29.3,41.8
CHE,2010,29.1,41.6
CHE,2011,28.7,42
CHE,2012,28.7,42.5
CHE,2013,28.9,42.7
CHE,2014,28.9,43.1
CHE,2015,28.9,43.3
SYR,1997,34.4,35.1
SYR,1998,34.5,35.2
SYR,1999,34.7,35.4
SYR,2000,34.8,35.5
SYR,2001,35,35.7
SYR,2002,35.2,36
SYR,2003,35.4,36.1
SYR,2004,35.5,36.3
SYR,2005,35.5,36.2
SYR,2006,35.4,36.2
SYR,2007,35.3,36.2
TWN,1964,27.8,29.7
TWN,1965,27.7,29.5
TWN,1966,27.5,29.4
TWN,1967,27.3,29.2
TWN,1968,27.2,29
TWN,1969,26.8,28.9
TWN,1970,26.4,28.6
TWN,1971,26.2,28.4
TWN,1972,26,28.2
TWN,1973,25.9,28
TWN,1974,25.8,27.8
TWN,1975,25.8,27.5
TWN,1976,25.7,27.4
TWN,1977,25.7,27.3
TWN,1978,25.9,27.3
TWN,1979,26.1,27.3
TWN,1980,26.3,27.3
TWN,1981,26.6,27.4
TWN,1982,26.9,28.1
TWN,1983,27.1,28.5
TWN,1984,27.2,28.6
TWN,1985,27.1,28.5
TWN,1986,27,28
TWN,1987,27.3,28.7
TWN,1988,27.6,29.1
TWN,1989,27.7,29.2
TWN,1990,27.7,29.2
TWN,1991,27.4,28.6
TWN,1992,27.8,29.5
TWN,1993,28.2,30.1
TWN,1994,28.4,30.5
TWN,1995,28.4,31.1
TWN,1996,28.6,30.6
TWN,1997,28.7,30.2
TWN,1998,28.9,30.5
TWN,1999,29,30.7
TWN,2000,29.1,30.8
TWN,2001,29.9,31.7
TWN,2002,30.2,32.2
TWN,2003,30.3,32.1
TWN,2004,30.3,32.1
TWN,2005,30.4,32.3
TWN,2006,30.3,32.3
TWN,2007,30.5,32.6
TWN,2008,30.5,32.3
TWN,2009,30.8,32.4
TWN,2010,31.2,32.7
TWN,2011,30.6,32.2
TWN,2012,30.3,32.2
TWN,2013,30.4,32.7
TWN,2014,29.9,32
TWN,2015,29.7,32.1
TWN,2016,30,33
TWN,2017,29.6,32.1
TJK,1988,31.8,33.3
TJK,1989,32.1,33.4
TJK,1990,32.8,33.8
TJK,1991,33.7,34.2
TJK,1992,34.6,34.7
TJK,1993,35.5,35.2
TJK,1994,36.4,35.6
TJK,1995,37.3,36
TJK,1996,38.2,36.5
TJK,1997,39.1,36.9
TJK,1998,40,37.4
TJK,1999,40.9,37.8
TJK,2000,41.6,38.2
TJK,2001,42.3,38.6
TJK,2002,43,38.9
TJK,2003,43.7,39.3
TJK,2004,43.8,39.3
TJK,2005,43.9,39.3
TJK,2006,43.9,39.3
TJK,2007,44,39.3
TJK,2008,43.9,39.1
TJK,2009,43.9,39.1
TJK,2010,43.9,39.1
TJK,2011,44,39.2
TJK,2012,44,39.2
TJK,2013,44.1,39.3
TJK,2014,44.3,39.4
TJK,2015,44.4,39.5
TZA,1969,39.7,35.9
TZA,1970,39.6,35.7
TZA,1971,39.5,35.5
TZA,1972,39.4,35.4
TZA,1973,39.3,35.2
TZA,1974,39.1,35
TZA,1975,39,34.9
TZA,1976,38.9,34.7
TZA,1977,38.7,34.6
TZA,1978,38.9,34.6
TZA,1979,39.1,34.6
TZA,1980,39.2,34.7
TZA,1981,39.4,34.8
TZA,1982,39.6,34.8
TZA,1983,39.7,34.8
TZA,1984,39.9,34.9
TZA,1985,40,34.9
TZA,1986,40.2,35
TZA,1987,40.4,35
TZA,1988,40.6,35
TZA,1989,40.8,35
TZA,1990,41,35
TZA,1991,41.1,35.1
TZA,1992,41.3,35.2
TZA,1993,41.4,35.3
TZA,1994,41.6,35.4
TZA,1995,41.8,35.6
TZA,1996,42.1,35.7
TZA,1997,42.3,35.9
TZA,1998,42.4,36
TZA,1999,42.6,36.2
TZA,2000,42.7,36.3
TZA,2001,42.8,36.4
TZA,2002,43,36.6
TZA,2003,43.2,36.8
TZA,2004,43.4,36.9
TZA,2005,43.6,37.1
TZA,2006,43.9,37.3
TZA,2007,44.1,37.5
TZA,2008,44.1,37.5
TZA,2009,44.1,37.5
TZA,2010,44.1,37.4
TZA,2011,44.1,37.4
TZA,2012,44.1,37.4
TZA,2013,44.2,37.6
TZA,2014,44.2,37.6
TZA,2015,44.2,37.6
THA,1962,41.2,41.1
THA,1963,41.3,41.3
THA,1964,41.4,41.4
THA,1965,41.5,41.6
THA,1966,41.5,41.8
THA,1967,41.7,41.9
THA,1968,41.8,42
THA,1969,41.8,42.2
THA,1970,41.9,42.4
THA,1971,41.9,42.5
THA,1972,42,42.7
THA,1973,42.1,42.9
THA,1974,42.1,43.1
THA,1975,42.2,43.2
THA,1976,42.5,43.5
THA,1977,42.6,43.8
THA,1978,42.9,44.1
THA,1979,43.1,44.4
THA,1980,43.3,44.6
THA,1981,43.5,44.9
THA,1982,43.7,45.2
THA,1983,43.9,45.5
THA,1984,44.1,45.8
THA,1985,44.3,46.1
THA,1986,44.5,46.3
THA,1987,44.5,46.3
THA,1988,44.5,46.4
THA,1989,44.6,46.4
THA,1990,44.7,46.3
THA,1991,44.7,46.3
THA,1992,44.8,46.3
THA,1993,44.6,46.1
THA,1994,44.4,45.9
THA,1995,44.2,45.8
THA,1996,44.1,45.6
THA,1997,44,45.6
THA,1998,43.9,45.5
THA,1999,43.9,45.6
THA,2000,43.8,45.5
THA,2001,43.5,45.3
THA,2002,43.3,45
THA,2003,43.1,44.9
THA,2004,43,44.7
THA,2005,42.8,44.5
THA,2006,42.6,44.3
THA,2007,42.1,43.8
THA,2008,41.6,43.2
THA,2009,41.1,42.7
THA,2010,40.7,42.1
THA,2011,40.3,41.7
THA,2012,39.8,41.2
THA,2013,39.5,40.9
THA,2014,39,40.5
THA,2015,38.8,40.3
THA,2016,38.7,40.3
THA,2017,38.7,40.3
TLS,2001,34,34.9
TLS,2002,33.7,34.5
TLS,2003,33.3,34.2
TLS,2004,32.9,33.8
TLS,2005,32.5,33.5
TLS,2006,32.1,33.1
TLS,2007,31.8,32.7
TLS,2008,31.7,32.6
TLS,2009,31.5,32.5
TLS,2010,31.4,32.3
TLS,2011,31.3,32.2
TLS,2012,31.2,32.1
TLS,2013,31,31.9
TLS,2014,30.9,31.8
TGO,2005,40.6,40.9
TGO,2006,40.9,41.3
TGO,2007,41.2,41.6
TGO,2008,41.5,41.8
TGO,2009,41.8,42.1
TGO,2010,42,42.4
TGO,2011,42.4,42.7
TGO,2012,42.4,42.7
TGO,2013,42.4,42.6
TGO,2014,42.4,42.6
TGO,2015,42.4,42.6
TON,1984,35.2,38.6
TON,1985,35.4,38.7
TON,1986,35.4,38.8
TON,1987,35.5,38.8
TON,1988,35.6,38.9
TON,1989,35.6,39
TON,1990,35.7,39
TON,1991,35.8,39.1
TON,1992,35.8,39.2
TON,1993,36,39.1
TON,1994,36.1,39.1
TON,1995,36.3,39.1
TON,1996,36.4,39.1
TON,1997,36.5,39.2
TON,1998,36.7,39.1
TON,1999,36.8,39.1
TON,2000,37,39.1
TON,2001,37.1,39.1
TON,2002,37.3,39.3
TON,2003,37.5,39.4
TON,2004,37.7,39.5
TON,2005,37.8,39.7
TON,2006,37.9,39.6
TON,2007,37.9,39.6
TON,2008,37.8,39.5
TON,2009,37.8,39.5
TTO,1972,41.6,43.5
TTO,1973,41.6,43.6
TTO,1974,41.6,43.7
TTO,1975,41.7,43.7
TTO,1976,41.7,43.9
TTO,1977,41.7,44
TTO,1978,41.6,44.1
TTO,1979,41.6,44.2
TTO,1980,41.7,44.3
TTO,1981,41.7,44.3
TTO,1982,41.7,44.4
TTO,1983,41.7,44.5
TTO,1984,41.6,44.5
TTO,1985,41.6,44.7
TTO,1986,41.6,44.8
TTO,1987,41.6,44.9
TTO,1988,41.6,44.9
TTO,1989,41.6,44.9
TTO,1990,41.6,44.9
TTO,1991,41.6,44.9
TTO,1992,41.7,44.9
TTO,1993,41.7,44.8
TTO,1994,41.7,44.8
TTO,1995,41.7,44.7
TTO,1996,41.7,44.6
TTO,1997,41.7,44.6
TTO,1998,41.7,44.6
TTO,1999,41.8,44.5
TTO,2000,41.8,44.5
TTO,2001,41.8,44.4
TTO,2002,41.8,44.3
TTO,2003,41.8,44.3
TTO,2004,41.8,44.2
TTO,2005,41.8,44.1
TUN,1985,41.3,42.2
TUN,1986,41.2,42.1
TUN,1987,41.1,42
TUN,1988,41,42
TUN,1989,40.9,41.8
TUN,1990,40.8,41.7
TUN,1991,40.8,41.7
TUN,1992,40.8,41.6
TUN,1993,40.7,41.6
TUN,1994,40.6,41.5
TUN,1995,40.5,41.5
TUN,1996,40.4,41.4
TUN,1997,40.3,41.3
TUN,1998,40.2,41.1
TUN,1999,40.1,41.1
TUN,2000,40,41
TUN,2001,39.8,40.8
TUN,2002,39.7,40.5
TUN,2003,39.5,40.4
TUN,2004,39.4,40.2
TUN,2005,39.2,40.1
TUN,2006,39,39.9
TUN,2007,38.8,39.7
TUN,2008,38.6,39.5
TUN,2009,38.4,39.3
TUN,2010,38.2,39.1
TUN,2011,38,38.9
TUN,2012,37.9,38.7
TUR,1987,42.4,41.8
TUR,1988,42.6,42
TUR,1989,42.8,42.1
TUR,1990,43,42.2
TUR,1991,43.3,42.4
TUR,1992,43.5,42.5
TUR,1993,43.7,42.7
TUR,1994,43.8,42.9
TUR,1995,43.7,42.8
TUR,1996,43.6,42.7
TUR,1997,43.5,42.6
TUR,1998,43.3,42.6
TUR,1999,43.2,42.5
TUR,2000,43.1,42.5
TUR,2001,42.9,42.4
TUR,2002,42.7,42.3
TUR,2003,42.6,42.3
TUR,2004,42.4,42.3
TUR,2005,42.1,42.2
TUR,2006,41.6,42.1
TUR,2007,41.1,41.9
TUR,2008,40.9,41.8
TUR,2009,40.7,41.7
TUR,2010,40.5,41.7
TUR,2011,40.2,41.7
TUR,2012,40,41.6
TUR,2013,39.8,41.5
TUR,2014,39.8,41.6
TUR,2015,39.9,41.7
TUR,2016,40,41.7
TUR,2017,39.9,41.7
TKM,1988,28.5,32.7
TKM,1989,28.9,33.2
TKM,1990,29.6,33.9
TKM,1991,30.3,34.7
TKM,1992,31.1,35.5
TKM,1993,31.8,36.3
TKM,1994,32.3,36.9
TKM,1995,32.7,37.6
TKM,1996,33.2,38.2
TKM,1997,33.6,38.8
TKM,1998,34.1,39.5
TKM,1999,34.3,39.7
TKM,2000,34.5,40
TKM,2001,34.6,40.3
TKM,2002,34.8,40.6
TKM,2003,34.9,40.8
TKM,2004,35.1,41.1
TKM,2005,35.2,41.4
TCA,1999,40.5,37.7
TUV,1994,40.7,41.1
TUV,1995,40.6,41.1
TUV,1996,40.5,41
TUV,1997,40.3,40.9
TUV,1998,40.2,40.8
TUV,1999,40.1,40.6
TUV,2000,40,40.5
TUV,2001,39.9,40.4
TUV,2002,39.8,40.3
TUV,2003,39.6,40.2
TUV,2004,39.5,40.1
TUV,2005,39.5,40.1
TUV,2006,39.5,40.1
TUV,2007,39.5,40.1
TUV,2008,39.5,40.1
TUV,2009,39.5,40.1
TUV,2010,39.6,40.1
UGA,1989,40.2,42
UGA,1990,40.1,42
UGA,1991,40,41.9
UGA,1992,39.9,41.9
UGA,1993,39.7,41.8
UGA,1994,39.7,41.9
UGA,1995,39.8,41.9
UGA,1996,39.8,42
UGA,1997,39.8,42.1
UGA,1998,39.9,42.2
UGA,1999,40.4,42.6
UGA,2000,40.7,42.9
UGA,2001,41.1,43.2
UGA,2002,41.5,43.4
UGA,2003,41.5,43.5
UGA,2004,41.5,43.5
UGA,2005,41.5,43.5
UGA,2006,41.5,43.5
UGA,2007,41.5,43.4
UGA,2008,41.5,43.4
UGA,2009,41.5,43.3
UGA,2010,41.3,43.1
UGA,2011,41.1,42.9
UGA,2012,40.9,42.7
UGA,2013,40.9,42.7
UGA,2014,41,42.7
UGA,2015,41.1,42.7
UGA,2016,41.2,42.7
UKR,1980,26.6,25.8
UKR,1981,26.2,25.5
UKR,1982,25.9,25.2
UKR,1983,25.5,24.9
UKR,1984,25.1,24.7
UKR,1985,24.7,24.3
UKR,1986,24,24
UKR,1987,23.4,23.6
UKR,1988,22.7,23.3
UKR,1989,22.6,23.1
UKR,1990,22.8,23.2
UKR,1991,23.5,23.4
UKR,1992,25.5,23.9
UKR,1993,27.7,24.5
UKR,1994,29.6,25
UKR,1995,31.5,25.6
UKR,1996,31.7,25.6
UKR,1997,31.4,25.4
UKR,1998,31.1,25.3
UKR,1999,30.9,25.1
UKR,2000,30.9,25
UKR,2001,30.7,24.8
UKR,2002,30.1,24.5
UKR,2003,29.8,24.3
UKR,2004,29.6,24.1
UKR,2005,29.3,23.8
UKR,2006,28.9,23.6
UKR,2007,28.3,23.3
UKR,2008,27.7,23
UKR,2009,27.2,22.7
UKR,2010,26.9,22.5
UKR,2011,26.7,22.3
UKR,2012,26.5,22.2
UKR,2013,26.5,22.1
UKR,2014,26.4,22
UKR,2015,26.4,21.9
UKR,2016,26.4,21.9
ARE,2008,38.9,39.4
GBR,1961,26.7,40.5
GBR,1962,26.6,40.5
GBR,1963,26.8,40.8
GBR,1964,26.7,40.7
GBR,1965,26.5,40.3
GBR,1966,26.5,40
GBR,1967,26.4,39.5
GBR,1968,26.4,38.9
GBR,1969,26.7,38.2
GBR,1970,26.8,39.2
GBR,1971,26.9,39.7
GBR,1972,26.9,39.8
GBR,1973,26.7,39.4
GBR,1974,26.4,38.8
GBR,1975,25.9,39.1
GBR,1976,25.8,39.5
GBR,1977,26,40
GBR,1978,26.2,40.5
GBR,1979,26.7,41.3
GBR,1980,27.3,42.1
GBR,1981,27.7,42.8
GBR,1982,28,43.4
GBR,1983,28.5,44.2
GBR,1984,28.9,45
GBR,1985,29.8,46.5
GBR,1986,30.7,48.6
GBR,1987,31.6,49.2
GBR,1988,32.3,50
GBR,1989,32.8,50.5
GBR,1990,33.4,51
GBR,1991,33.6,51.2
GBR,1992,33.8,52
GBR,1993,34.1,52.7
GBR,1994,34,53.3
GBR,1995,34,53.1
GBR,1996,33.6,52.5
GBR,1997,33.7,52.5
GBR,1998,34,52.7
GBR,1999,34.5,52.9
GBR,2000,34.2,52.7
GBR,2001,34.1,52.6
GBR,2002,33.9,52.5
GBR,2003,33.7,52.3
GBR,2004,34,52.5
GBR,2005,33.6,52.2
GBR,2006,33.7,52.4
GBR,2007,33.9,52.7
GBR,2008,34,53
GBR,2009,34,53.3
GBR,2010,33.5,53.7
GBR,2011,33.3,52.7
GBR,2012,33,52.4
GBR,2013,33,53
GBR,2014,33,52.2
GBR,2015,33.1,52.2
GBR,2016,33.4,52.6
GBR,2017,33,51.9
USA,1961,31.9,41.5
USA,1962,31.8,41.6
USA,1963,31.7,41.8
USA,1964,31.6,41.8
USA,1965,31.5,41.8
USA,1966,31.3,41.9
USA,1967,31.2,41.9
USA,1968,30.9,41.6
USA,1969,30.9,41.6
USA,1970,31,41.7
USA,1971,31.1,41.9
USA,1972,31.3,42
USA,1973,31.4,42.1
USA,1974,31.6,41.9
USA,1975,31.4,42
USA,1976,31.4,42.2
USA,1977,31.5,42.4
USA,1978,31.4,42.7
USA,1979,31.3,43
USA,1980,31.6,42.8
USA,1981,32.1,43.2
USA,1982,32.6,43.9
USA,1983,33.1,44.6
USA,1984,33.3,45
USA,1985,33.7,45.5
USA,1986,34.2,45.9
USA,1987,34.3,46.2
USA,1988,34.4,46.4
USA,1989,34.6,46.6
USA,1990,34.7,46.5
USA,1991,34.8,46.8
USA,1992,35,47.1
USA,1993,35.4,47.6
USA,1994,35.9,48.4
USA,1995,35.5,47.7
USA,1996,35.7,47.8
USA,1997,36,48.1
USA,1998,35.9,48
USA,1999,36,48
USA,2000,35.8,47.7
USA,2001,36.2,48.3
USA,2002,36.2,48.4
USA,2003,36.4,48.7
USA,2004,36.5,48.8
USA,2005,36.9,49.3
USA,2006,37.2,49.3
USA,2007,37.4,48.5
USA,2008,37,49.2
USA,2009,36.9,49.7
USA,2010,37,50.7
USA,2011,37.5,50.5
USA,2012,37.8,50.8
USA,2013,37.9,51.1
USA,2014,38.1,51.6
USA,2015,38.2,51.5
USA,2016,38.2,50.8
USA,2017,38.4,51.6
URY,1981,39.9,47.7
URY,1982,39.8,47.7
URY,1983,39.7,47.7
URY,1984,39.7,47.7
URY,1985,39.7,47.6
URY,1986,39.6,47.7
URY,1987,39.6,47.8
URY,1988,39.6,48
URY,1989,39.6,48.1
URY,1990,39.7,48.3
URY,1991,39.3,48.1
URY,1992,38.9,48
URY,1993,38.7,47.9
URY,1994,38.5,47.9
URY,1995,38.3,47.8
URY,1996,38.3,47.9
URY,1997,38.6,48.3
URY,1998,39,48.8
URY,1999,39.6,49.4
URY,2000,40,49.9
URY,2001,40.7,50.6
URY,2002,41.1,51.3
URY,2003,41.4,52.1
URY,2004,41.8,53
URY,2005,41.7,52.8
URY,2006,41.7,52.9
URY,2007,41.8,53.1
URY,2008,41.1,52.2
URY,2009,40.6,51.5
URY,2010,39.3,50.3
URY,2011,37.9,48.3
URY,2012,36.6,46.6
URY,2013,36.7,46.8
URY,2014,36.2,46.2
URY,2015,36,46.2
URY,2016,35.9,46.4
URY,2017,35.9,46.3
UZB,1988,29.4,35.7
UZB,1989,29.4,36
UZB,1990,29.8,36.6
UZB,1991,30.3,37.5
UZB,1992,30.8,38.3
UZB,1993,31.3,39.2
UZB,1994,31.8,40
UZB,1995,32.4,40.8
UZB,1996,33,41.6
UZB,1997,33.5,42.3
UZB,1998,34.1,43.1
UZB,1999,33.6,43.1
UZB,2000,33.1,43.2
UZB,2001,32.7,43.1
UZB,2002,32.2,43.1
UZB,2003,32.4,43.2
VUT,2006,38.9,40
VUT,2007,38.6,39.7
VUT,2008,38.2,39.3
VUT,2009,37.8,39
VUT,2010,37.5,38.7
VEN,1962,41.8,42
VEN,1963,41.8,42
VEN,1964,41.8,42
VEN,1965,41.8,42.1
VEN,1966,41.8,42.2
VEN,1967,41.9,42.2
VEN,1968,41.9,42.3
VEN,1969,41.9,42.4
VEN,1970,41.9,42.5
VEN,1971,41.8,42.5
VEN,1972,41.7,42.5
VEN,1973,41.6,42.5
VEN,1974,41.4,42.5
VEN,1975,41.2,42.4
VEN,1976,41.1,42.4
VEN,1977,40.8,42.4
VEN,1978,40.6,42.4
VEN,1979,40.4,42.4
VEN,1980,40.2,42.6
VEN,1981,40.1,42.7
VEN,1982,40,42.8
VEN,1983,40.1,42.9
VEN,1984,40.2,43.2
VEN,1985,40.3,43.4
VEN,1986,40.3,43.8
VEN,1987,40.4,44.2
VEN,1988,40.2,44.3
VEN,1989,40.1,44.5
VEN,1990,40.3,44.7
VEN,1991,40.4,45
VEN,1992,40.5,45.3
VEN,1993,41,45.7
VEN,1994,41.6,46.2
VEN,1995,42.1,46.6
VEN,1996,42.4,46.8
VEN,1997,42.9,47.1
VEN,1998,42.9,47.3
VEN,1999,42.8,47.4
VEN,2000,42.6,47.2
VEN,2001,42.7,47.2
VEN,2002,42.7,47.2
VEN,2003,42.4,46.9
VEN,2004,42,46.5
VEN,2005,41.6,46.1
VEN,2006,40.7,45.3
VEN,2007,39.9,44.5
VEN,2008,39.1,43.7
VEN,2009,38.5,43.1
VEN,2010,37.9,42.6
VEN,2011,37.6,42.2
VEN,2012,37.4,42
VEN,2013,37.2,41.9
VEN,2014,37,41.8
VEN,2015,36.9,41.7
VNM,1992,35.5,36.6
VNM,1993,35.5,36.7
VNM,1994,35.6,36.9
VNM,1995,35.7,37.1
VNM,1996,35.9,37.3
VNM,1997,36,37.5
VNM,1998,36.1,37.7
VNM,1999,36.2,38.1
VNM,2000,36.4,38.3
VNM,2001,36.7,38.6
VNM,2002,36.9,38.9
VNM,2003,37,39
VNM,2004,37.1,39.2
VNM,2005,37.2,39.2
VNM,2006,37.2,39.2
VNM,2007,37.3,39.4
VNM,2008,37.4,39.5
VNM,2009,37.6,39.7
VNM,2010,37.7,39.7
VNM,2011,37.5,39.6
VNM,2012,37.4,39.5
VNM,2013,37.4,39.5
VNM,2014,37.3,39.5
VNM,2015,37.4,39.5
VNM,2016,37.4,39.6
YEM,1992,36.2,36.7
YEM,1993,36,36.6
YEM,1994,35.8,36.4
YEM,1995,35.7,36.3
YEM,1996,35.5,36.2
YEM,1997,35.3,36.1
YEM,1998,35.2,36
YEM,1999,35.3,36.1
YEM,2000,35.4,36.2
YEM,2001,35.4,36.3
YEM,2002,35.5,36.4
YEM,2003,35.6,36.4
YEM,2004,35.7,36.6
YEM,2005,35.8,36.6
YEM,2006,35.9,36.8
YEM,2007,36,36.9
YEM,2008,36.1,36.9
YEM,2009,36.1,37
YEM,2010,36.2,37
YEM,2011,36.2,37
YEM,2012,36.2,37.1
YEM,2013,36.3,37.1
YEM,2014,36.3,37.1
ZMB,1976,51.9,51.4
ZMB,1977,51.9,51.5
ZMB,1978,51.8,51.6
ZMB,1979,51.8,51.7
ZMB,1980,51.9,51.8
ZMB,1981,51.9,51.9
ZMB,1982,52,51.9
ZMB,1983,52.1,52
ZMB,1984,52.1,52.1
ZMB,1985,52.1,52.1
ZMB,1986,52.1,52.2
ZMB,1987,52.2,52.4
ZMB,1988,52.2,52.5
ZMB,1989,52.2,52.5
ZMB,1990,52.2,52.5
ZMB,1991,52.3,52.6
ZMB,1992,52.1,52.4
ZMB,1993,51.9,52.2
ZMB,1994,51.8,52
ZMB,1995,51.6,51.8
ZMB,1996,51.3,51.5
ZMB,1997,51.3,51.5
ZMB,1998,51.3,51.5
ZMB,1999,51.3,51.7
ZMB,2000,51.3,51.8
ZMB,2001,51.4,51.8
ZMB,2002,51.5,51.9
ZMB,2003,51.9,52.4
ZMB,2004,52.4,52.9
ZMB,2005,52.7,53.2
ZMB,2006,53,53.6
ZMB,2007,53.3,53.8
ZMB,2008,53.5,54
ZMB,2009,53.7,54.2
ZMB,2010,53.9,54.5
ZMB,2011,54,54.6
ZMB,2012,54.1,54.8
ZMB,2013,54.2,54.8
ZMB,2014,54.3,55
ZMB,2015,54.4,55.1
ZWE,1995,47.5,48.1
ZWE,1996,47.4,48
ZWE,1997,47.4,47.9
ZWE,1998,47.3,47.8
ZWE,1999,47.2,47.7
ZWE,2000,47.1,47.7
ZWE,2001,47,47.5
ZWE,2002,46.9,47.3
ZWE,2003,46.7,47.1
ZWE,2004,46.5,47
ZWE,2005,46.3,46.8
ZWE,2006,46.2,46.6
ZWE,2007,46,46.5
ZWE,2008,45.8,46.3
ZWE,2009,45.6,46.1
ZWE,2010,45.4,45.9
ZWE,2011,45.3,45.7
